Spreadsheet: test items,BA,Accuracy,mode,Participant,Category,group
把門將士抵擋不住敵人攻城。,否,1,BA Model,9,The V component of V-N Compound Verb,group3
盡情把酒言歡是老王的夢想。,否,1,BA Model,9,The V component of V-N-V-N Compound Verb,group3
他把菜炒爛了。,是,1,BA Model,9,VDO,group3
約翰每一把都贏。,否,1,BA Model,9,Classifier,group3
約翰用拖把拖地。,否,1,BA Model,9,The N component of V-N Compound Noun,group3
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,9,The N component of N-N Compound Noun,group3
歹徒一把火燒光了她家。,否,1,BA Model,9,Classifier,group3
新球拍的握把很好握。,否,1,BA Model,9,The N component of V-N Compound Noun,group3
他把臉塗滿了灰。,是,1,BA Model,9,VDO,group3
政府替人民把關食品安全。,否,1,BA Model,9,The V component of V-N Compound Verb,group3
他會把你踢好幾腳。,是,1,BA Model,9,VDO,group3
中醫師替小明把脈。,否,1,BA Model,9,The V component of V-N Compound Verb,group3
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,9,SCS,group3
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,9,The V component of V-N-V-N Compound Verb,group3
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,9,VDO,group3
球拍握把要定期更換。,否,1,BA Model,9,The N component of V-N Compound Noun,group3
面對各種誘惑，要學習把持得住。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
他把橘子剝了皮。,是,1,BA Model,9,SCS,group3
四把椅子劇團在台北市的劇場表演。,否,1,BA Model,9,The N component of N-N-N-N Compound Noun,group3
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,9,VDO,group3
帥哥把妹很容易。,否,1,BA Model,9,The V component of V-N Compound Verb,group3
我們得先把這問題想一想。,是,1,BA Model,9,VDO,group3
趙六把持著整個公司的運作。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
他把水燒了半天。,是,1,BA Model,9,VDO,group3
他把手摀在耳朵上。,是,1,BA Model,9,VDO,group3
他已經把行李拿出來了。,是,1,BA Model,9,VDO,group3
約翰把玩著魔術方塊。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
女演員懂得如何把持好情緒。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
天氣把我冷得直打顫。,是,1,BA Model,9,SCS,group3
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,9,The N component of N-N Compound Noun,group3
新款握把布改良了舊款的缺點。,否,1,BA Model,9,The N component of V-N-N Compound Noun,group3
要懂得把握時機才能爭取升職。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
媽媽要小明再加把勁。,否,1,BA Model,9,Classifier,group3
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,9,VDO,group3
土匪把他殺了父親。,是,1,BA Model,9,SCS,group3
他希望把這個獎與所有中國人分享。,是,1,BA Model,9,VDO,group3
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,9,VDO,group3
車門門把生鏽了。,否,1,BA Model,9,The N component of N-N Compound Noun,group3
家長都希望小孩補習能學習一把罩。,否,1,BA Model,9,Classifier,group3
美國政府把控兩岸局勢。,否,1,BA Model,9,The V component of V-V Compound Verb,group3
老王在街口等了個把時辰。,否,1,BA Model,9,Classifier,group3
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,9,The N component of N-N-N Compound Noun,group3
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,9,VDO,group3
他把我冷得直哆嗦。,是,1,BA Model,9,SCS,group3
他把悲傷化成力量。,是,1,BA Model,9,SCS,group3
這瓶酒把李四醉得站不起來。,是,1,BA Model,9,SCS,group3
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,9,VDO,group3
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,9,Classifier,group3
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,9,VDO,group3
這把戲偵探一眼就看破了。,否,1,BA Model,9,The N component of N-N Compound Noun,group3
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,9,VDO,group3
歹徒身旁散落著兩把手槍。,否,1,BA Model,9,Classifier,group3
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,9,SCS,group3
壽司店童抓起整把筷子。,否,1,BA Model,9,Classifier,group3
他把華人民族音樂散佈到更多西方國度中。,是,1,BA Model,9,VDO,group3
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,9,SCO,group3
約翰抓起一把塵土撒向大海。,否,1,BA Model,9,Classifier,group3
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,9,VDO,group3
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,9,Classifier,group3
學校把書賣給學生。,是,1,BA Model,9,VDO,group3
他把華人民族音樂散佈到更多西方國度中。,是,1,BA Model,10,VDO,group3
他把我們哭得都不敢笑了。,是,1,BA Model,10,SCS,group3
美國政府把控兩岸局勢。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,10,SCO,group3
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,BA Model,10,VDO,group3
約翰在緊要關頭拉了老王一把。,否,1,BA Model,10,Classifier,group3
他把這電影看了三遍。,是,1,BA Model,10,VDO,group3
歹徒身旁散落著兩把手槍。,否,1,BA Model,10,Classifier,group3
提起修理手錶，陳師傅可是老把式呢。,否,1,BA Model,10,The N component of N-N-N Compound Noun,group3
四把椅子劇團在台北市的劇場表演。,否,1,BA Model,10,The N component of N-N-N-N Compound Noun,group3
兇手推了約翰一把。,否,1,BA Model,10,Classifier,group3
他把橘子剝了皮。,是,1,BA Model,10,SCS,group3
媽媽要小明再加把勁。,否,1,BA Model,10,Classifier,group3
新款吹風機設計成超好握的握把。,否,1,BA Model,10,The N component of V-N Compound Noun,group3
土匪把他殺了父親。,是,1,BA Model,10,SCS,group3
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,10,VDO,group3
只有先把政治議題放一邊才能建立彼此信任。,是,1,BA Model,10,SCS,group3
街亭有兵把守。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
女演員懂得如何把持好情緒。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
他把我哭得心煩。,是,1,BA Model,10,SCS,group3
歹徒一把火燒光了她家。,否,1,BA Model,10,Classifier,group3
他總是把家保持得很乾淨。,是,1,BA Model,10,SCS,group3
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,10,VDO,group3
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,10,VDO,group3
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
他會把你踢好幾腳。,是,1,BA Model,10,VDO,group3
約翰抓起一把塵土撒向大海。,否,1,BA Model,10,Classifier,group3
他把水燒了半天。,是,1,BA Model,10,VDO,group3
約翰用把手開鎖。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,10,VDO,group3
他把悲傷化成力量。,是,1,BA Model,10,SCS,group3
天氣把狗熱得都不叫了。,是,1,BA Model,10,SCS,group3
你把這封信寫了，我們就出去。,是,1,BA Model,10,VDO,group3
超市裡三把蔥特價五十塊。,否,1,BA Model,10,Classifier,group3
他把你恨透了。,是,1,BA Model,10,VDO,group3
他把蘋果吃了。,是,1,BA Model,10,VDO,group3
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,10,VDO,group3
球拍握把要定期更換。,否,1,BA Model,10,The N component of V-N Compound Noun,group3
約翰把柄在人手裡，不得不對人言聽計從。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
政府替人民把關食品安全。,否,1,BA Model,10,The V component of V-N Compound Verb,group3
約翰每一把都贏。,否,1,BA Model,10,Classifier,group3
天氣把我冷得直打顫。,是,1,BA Model,10,SCS,group3
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
約翰把握老闆給的機會。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
車門門把生鏽了。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
他把我罵三次了。,是,1,BA Model,10,VDO,group3
他把我問了很難的問題。,是,1,BA Model,10,VIO,group3
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,10,The V component of V-N-V-N Compound Verb,group3
老王在街口等了個把時辰。,否,1,BA Model,10,Classifier,group3
他把酒不停地喝。,是,1,BA Model,10,VDO,group3
我把字典借給老王。,是,1,BA Model,10,VDO,group3
國際石油組織將把日產量減產五十萬桶。,是,1,BA Model,10,SCS,group3
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,10,VDO,group3
他把手摀在耳朵上。,是,1,BA Model,10,VDO,group3
學校把書賣給學生。,是,1,BA Model,10,VDO,group3
新上任的發言人是外交部第一把交椅。,否,1,BA Model,10,Classifier,group3
這瓶酒把李四醉得站不起來。,是,1,BA Model,10,SCS,group3
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,10,The N component of N-N-N Compound Noun,group3
我會把書放在桌上。,是,1,BA Model,10,VDO,group3
約翰對考一百分有十足的把握。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
新款握把布改良了舊款的缺點。,否,1,BA Model,10,The N component of V-N-N Compound Noun,group3
約翰用拖把拖地。,否,1,BA Model,10,The N component of V-N Compound Noun,group3
媽媽拿著一把刀切菜。,否,1,BA Model,10,Classifier,group3
他把便宜佔盡了。,是,1,BA Model,10,VDO,group3
中醫師替小明把脈。,否,1,BA Model,10,The V component of V-N Compound Verb,group3
盡情把酒言歡是老王的夢想。,否,1,BA Model,10,The V component of V-N-V-N Compound Verb,group3
他把菜炒爛了。,是,1,BA Model,10,VDO,group3
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,BA Model,10,Classifier,group3
清淡的交投並無法把油價推升至二十五美元以上。,是,1,BA Model,10,VDO,group3
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,10,Classifier,group3
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,10,VDO,group3
我們得先把這問題想一想。,是,1,BA Model,10,VDO,group3
把門將士抵擋不住敵人攻城。,否,1,BA Model,10,The V component of V-N Compound Verb,group3
要懂得把握時機才能爭取升職。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,10,Classifier,group3
帥哥把妹很容易。,否,1,BA Model,10,The V component of V-N Compound Verb,group3
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,10,SCS,group3
他希望把這個獎與所有中國人分享。,是,1,BA Model,10,VDO,group3
他把我冷得直哆嗦。,是,1,BA Model,10,SCS,group3
趙六把持著整個公司的運作。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
新球拍的握把很好握。,否,1,BA Model,10,The N component of V-N Compound Noun,group3
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,10,VDO,group3
委員把修法過程像錄影帶般倒帶。,是,0,BA Model,10,VDO,group3
壽司店童抓起整把筷子。,否,1,BA Model,10,Classifier,group3
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,10,SCS,group3
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,10,SCS,group3
做壞事的同學要小明在教室門口把風。,否,1,BA Model,10,The V component of V-N Compound Verb,group3
面對各種誘惑，要學習把持得住。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
老師手把手教小明寫作業。,否,1,BA Model,10,The V component of N-V-N Phrase,group3
他把腿走得很酸。,是,1,BA Model,10,SCS,group3
家長都希望小孩補習能學習一把罩。,否,1,BA Model,10,Classifier,group3
約翰把玩著魔術方塊。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
他已經把行李拿出來了。,是,1,BA Model,10,VDO,group3
他把臉塗滿了灰。,是,1,BA Model,10,VDO,group3
這把戲偵探一眼就看破了。,否,1,BA Model,10,The N component of N-N Compound Noun,group3
他把一個大好機會錯過了。,是,1,BA Model,10,VDO,group3
妹妹把玩地上的玩具。,否,1,BA Model,10,The V component of V-V Compound Verb,group3
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,10,VDO,group3
超市裡三把蔥特價五十塊。,否,1,BA Model,11,Classifier,group3
我們得先把這問題想一想。,是,1,BA Model,11,VDO,group3
清淡的交投並無法把油價推升至二十五美元以上。,是,1,BA Model,11,VDO,group3
中醫師替小明把脈。,否,1,BA Model,11,The V component of V-N Compound Verb,group3
他把我冷得直哆嗦。,是,1,BA Model,11,SCS,group3
他把華人民族音樂散佈到更多西方國度中。,是,1,BA Model,11,VDO,group3
他把橘子剝了皮。,是,1,BA Model,11,SCS,group3
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,11,VDO,group3
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,BA Model,11,Classifier,group3
我會把書放在桌上。,是,1,BA Model,11,VDO,group3
他把一個大好機會錯過了。,是,1,BA Model,11,VDO,group3
要懂得把握時機才能爭取升職。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
他把你恨透了。,是,1,BA Model,11,VDO,group3
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,11,VDO,group3
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,11,SCS,group3
他把這電影看了三遍。,是,1,BA Model,11,VDO,group3
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
學校把書賣給學生。,是,1,BA Model,11,VDO,group3
趙六把持著整個公司的運作。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,11,VDO,group3
他把我罵三次了。,是,1,BA Model,11,VDO,group3
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,11,VDO,group3
約翰把柄在人手裡，不得不對人言聽計從。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
新款吹風機設計成超好握的握把。,否,1,BA Model,11,The N component of V-N Compound Noun,group3
他把手摀在耳朵上。,是,1,BA Model,11,VDO,group3
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,11,VDO,group3
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,11,Classifier,group3
政府替人民把關食品安全。,否,1,BA Model,11,The V component of V-N Compound Verb,group3
土匪把他殺了父親。,是,1,BA Model,11,SCS,group3
他把腿走得很酸。,是,1,BA Model,11,SCS,group3
天氣把我冷得直打顫。,是,1,BA Model,11,SCS,group3
老師手把手教小明寫作業。,否,1,BA Model,11,The V component of N-V-N Phrase,group3
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,11,The N component of N-N-N Compound Noun,group3
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,11,VDO,group3
約翰把玩著魔術方塊。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
他會把你踢好幾腳。,是,1,BA Model,11,VDO,group3
國際石油組織將把日產量減產五十萬桶。,是,1,BA Model,11,SCS,group3
他把便宜佔盡了。,是,1,BA Model,11,VDO,group3
球拍握把要定期更換。,否,1,BA Model,11,The N component of V-N Compound Noun,group3
約翰抓起一把塵土撒向大海。,否,1,BA Model,11,Classifier,group3
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,11,The V component of V-N-V-N Compound Verb,group3
他把菜炒爛了。,是,1,BA Model,11,VDO,group3
我把字典借給老王。,是,1,BA Model,11,VDO,group3
他總是把家保持得很乾淨。,是,1,BA Model,11,SCS,group3
他把我問了很難的問題。,是,1,BA Model,11,VIO,group3
他已經把行李拿出來了。,是,1,BA Model,11,VDO,group3
媽媽要小明再加把勁。,否,1,BA Model,11,Classifier,group3
他希望把這個獎與所有中國人分享。,是,1,BA Model,11,VDO,group3
新球拍的握把很好握。,否,1,BA Model,11,The N component of V-N Compound Noun,group3
他把悲傷化成力量。,是,1,BA Model,11,SCS,group3
家長都希望小孩補習能學習一把罩。,否,1,BA Model,11,Classifier,group3
這瓶酒把李四醉得站不起來。,是,1,BA Model,11,SCS,group3
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,BA Model,11,VDO,group3
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,11,SCS,group3
把門將士抵擋不住敵人攻城。,否,1,BA Model,11,The V component of V-N Compound Verb,group3
約翰每一把都贏。,否,1,BA Model,11,Classifier,group3
約翰用拖把拖地。,否,1,BA Model,11,The N component of V-N Compound Noun,group3
他把臉塗滿了灰。,是,1,BA Model,11,VDO,group3
這把戲偵探一眼就看破了。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
老王在街口等了個把時辰。,否,1,BA Model,11,Classifier,group3
做壞事的同學要小明在教室門口把風。,否,1,BA Model,11,The V component of V-N Compound Verb,group3
天氣把狗熱得都不叫了。,是,1,BA Model,11,SCS,group3
約翰在緊要關頭拉了老王一把。,否,1,BA Model,11,Classifier,group3
他把我們哭得都不敢笑了。,是,1,BA Model,11,SCS,group3
新上任的發言人是外交部第一把交椅。,否,1,BA Model,11,Classifier,group3
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,11,VDO,group3
歹徒一把火燒光了她家。,否,1,BA Model,11,Classifier,group3
他把水燒了半天。,是,1,BA Model,11,VDO,group3
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,11,VDO,group3
帥哥把妹很容易。,否,1,BA Model,11,The V component of V-N Compound Verb,group3
媽媽拿著一把刀切菜。,否,1,BA Model,11,Classifier,group3
約翰把握老闆給的機會。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
他把蘋果吃了。,是,1,BA Model,11,VDO,group3
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,11,VDO,group3
你把這封信寫了，我們就出去。,是,1,BA Model,11,VDO,group3
面對各種誘惑，要學習把持得住。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
他把我哭得心煩。,是,1,BA Model,11,SCS,group3
只有先把政治議題放一邊才能建立彼此信任。,是,1,BA Model,11,SCS,group3
委員把修法過程像錄影帶般倒帶。,是,0,BA Model,11,VDO,group3
約翰對考一百分有十足的把握。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
車門門把生鏽了。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
美國政府把控兩岸局勢。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
女演員懂得如何把持好情緒。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
歹徒身旁散落著兩把手槍。,否,1,BA Model,11,Classifier,group3
新款握把布改良了舊款的缺點。,否,1,BA Model,11,The N component of V-N-N Compound Noun,group3
提起修理手錶，陳師傅可是老把式呢。,否,1,BA Model,11,The N component of N-N-N Compound Noun,group3
約翰用把手開鎖。,否,1,BA Model,11,The N component of N-N Compound Noun,group3
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,11,SCO,group3
盡情把酒言歡是老王的夢想。,否,1,BA Model,11,The V component of V-N-V-N Compound Verb,group3
兇手推了約翰一把。,否,1,BA Model,11,Classifier,group3
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,11,SCS,group3
妹妹把玩地上的玩具。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
四把椅子劇團在台北市的劇場表演。,否,1,BA Model,11,The N component of N-N-N-N Compound Noun,group3
他把酒不停地喝。,是,1,BA Model,11,VDO,group3
壽司店童抓起整把筷子。,否,1,BA Model,11,Classifier,group3
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,11,Classifier,group3
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
街亭有兵把守。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,11,The V component of V-V Compound Verb,group3
他把臉塗滿了灰。,是,1,BA Model,12,VDO,group3
他希望把這個獎獻給他的太太和兒子。,是,1,BA Model,12,VDO,group3
委員把修法過程像錄影帶般倒帶。,是,0,BA Model,12,VDO,group3
他把腿走得很酸。,是,1,BA Model,12,SCS,group3
歹徒身旁散落著兩把手槍。,否,1,BA Model,12,Classifier,group3
九把刀的新書讓約翰愛不釋手。,否,1,BA Model,12,The N component of N-N-N Compound Noun,group3
清剿行動旨在把叛軍驅離馬其頓。,是,1,BA Model,12,VDO,group3
警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是,1,BA Model,12,VDO,group3
我會把書放在桌上。,是,1,BA Model,12,VDO,group3
這瓶酒把李四醉得站不起來。,是,1,BA Model,12,SCS,group3
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是,1,BA Model,12,VDO,group3
未來有可能會把這些勞動規約標準統一化。,是,1,BA Model,12,VDO,group3
他把便宜佔盡了。,是,1,BA Model,12,VDO,group3
他總是把家保持得很乾淨。,是,1,BA Model,12,SCS,group3
土匪把他殺了父親。,是,1,BA Model,12,SCS,group3
他把我冷得直哆嗦。,是,1,BA Model,12,SCS,group3
面對各種誘惑，要學習把持得住。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
他把悲傷化成力量。,是,1,BA Model,12,SCS,group3
這把戲偵探一眼就看破了。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
街亭有兵把守。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
喇嘛要把正確的佛法告訴他們。,是,1,BA Model,12,VDO,group3
國際石油組織將把日產量減產五十萬桶。,是,1,BA Model,12,SCS,group3
老師手把手教小明寫作業。,否,1,BA Model,12,The V component of N-V-N Phrase,group3
新款握把布改良了舊款的缺點。,否,1,BA Model,12,The N component of V-N-N Compound Noun,group3
壽司店童抓起整把筷子。,否,1,BA Model,12,Classifier,group3
妹妹把玩地上的玩具。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
他把一個大好機會錯過了。,是,1,BA Model,12,VDO,group3
他把水燒了半天。,是,1,BA Model,12,VDO,group3
盡情把酒言歡是老王的夢想。,否,1,BA Model,12,The V component of V-N-V-N Compound Verb,group3
天氣把狗熱得都不叫了。,是,1,BA Model,12,SCS,group3
他把我問了很難的問題。,是,1,BA Model,12,VIO,group3
政府替人民把關食品安全。,否,1,BA Model,12,The V component of V-N Compound Verb,group3
他把華人民族音樂散佈到更多西方國度中。,是,1,BA Model,12,VDO,group3
車門門把生鏽了。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
媽媽要小明再加把勁。,否,1,BA Model,12,Classifier,group3
約翰把柄在人手裡，不得不對人言聽計從。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
約翰對考一百分有十足的把握。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
只有先把政治議題放一邊才能建立彼此信任。,是,1,BA Model,12,SCS,group3
他把我們哭得都不敢笑了。,是,1,BA Model,12,SCS,group3
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,BA Model,12,Classifier,group3
要懂得把握時機才能爭取升職。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
老王把持健康的生活態度，期盼能長命百歲。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
媽媽拿著一把刀切菜。,否,1,BA Model,12,Classifier,group3
約翰把握老闆給的機會。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
清淡的交投並無法把油價推升至二十五美元以上。,是,1,BA Model,12,VDO,group3
他把這電影看了三遍。,是,1,BA Model,12,VDO,group3
新上任的發言人是外交部第一把交椅。,否,1,BA Model,12,Classifier,group3
用意就是要讓業者好好思考要把票投給誰。,是,1,BA Model,12,VDO,group3
他把菜炒爛了。,是,1,BA Model,12,VDO,group3
我把字典借給老王。,是,1,BA Model,12,VDO,group3
新聞局應該把自己做的廣告拿出來看一看。,是,1,BA Model,12,VDO,group3
中醫師替小明把脈。,否,1,BA Model,12,The V component of V-N Compound Verb,group3
他希望把這個獎與所有中國人分享。,是,1,BA Model,12,VDO,group3
他把橘子剝了皮。,是,1,BA Model,12,SCS,group3
他把你恨透了。,是,1,BA Model,12,VDO,group3
政府會把產品品牌的勞動製造條件公諸於眾。,是,1,BA Model,12,SCS,group3
老王在街口等了個把時辰。,否,1,BA Model,12,Classifier,group3
學校把書賣給學生。,是,1,BA Model,12,VDO,group3
那個女孩把手帕哭得沒有人敢摸。,是,1,BA Model,12,SCO,group3
他已經把行李拿出來了。,是,1,BA Model,12,VDO,group3
芭蕾把桿是芭蕾舞者的必備工具。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
四把椅子劇團在台北市的劇場表演。,否,1,BA Model,12,The N component of N-N-N-N Compound Noun,group3
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
約翰在緊要關頭拉了老王一把。,否,1,BA Model,12,Classifier,group3
美國政府把控兩岸局勢。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,BA Model,12,Classifier,group3
約翰把玩著魔術方塊。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
把門將士抵擋不住敵人攻城。,否,1,BA Model,12,The V component of V-N Compound Verb,group3
約翰抓起一把塵土撒向大海。,否,1,BA Model,12,Classifier,group3
新手媽媽每天要幫小孩把屎把尿。,否,1,BA Model,12,The V component of V-N-V-N Compound Verb,group3
新款吹風機設計成超好握的握把。,否,1,BA Model,12,The N component of V-N Compound Noun,group3
約翰用拖把拖地。,否,1,BA Model,12,The N component of V-N Compound Noun,group3
我們得先把這問題想一想。,是,1,BA Model,12,VDO,group3
呼籲選民在年底立委選舉中把票投給愛台灣的人。,是,1,BA Model,12,VDO,group3
做壞事的同學要小明在教室門口把風。,否,1,BA Model,12,The V component of V-N Compound Verb,group3
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,BA Model,12,SCS,group3
趙六把持著整個公司的運作。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
他會把你踢好幾腳。,是,1,BA Model,12,VDO,group3
女演員懂得如何把持好情緒。,否,1,BA Model,12,The V component of V-V Compound Verb,group3
他把酒不停地喝。,是,1,BA Model,12,VDO,group3
約翰每一把都贏。,否,1,BA Model,12,Classifier,group3
西藏喇嘛們應該把西藏佛法傳到台灣。,是,1,BA Model,12,SCS,group3
帥哥把妹很容易。,否,1,BA Model,12,The V component of V-N Compound Verb,group3
兇手推了約翰一把。,否,1,BA Model,12,Classifier,group3
歹徒一把火燒光了她家。,否,1,BA Model,12,Classifier,group3
約翰用把手開鎖。,否,1,BA Model,12,The N component of N-N Compound Noun,group3
天氣把我冷得直打顫。,是,1,BA Model,12,SCS,group3
你把這封信寫了，我們就出去。,是,1,BA Model,12,VDO,group3
國際石油組織誓言把油價維持在二十二美元以上。,是,1,BA Model,12,VDO,group3
提起修理手錶，陳師傅可是老把式呢。,否,1,BA Model,12,The N component of N-N-N Compound Noun,group3
他把我哭得心煩。,是,1,BA Model,12,SCS,group3
家長都希望小孩補習能學習一把罩。,否,1,BA Model,12,Classifier,group3
約翰替那位老婦人捏了把冷汗。,否,1,BA Model,12,Classifier,group3
他把手摀在耳朵上。,是,1,BA Model,12,VDO,group3
他把我罵三次了。,是,1,BA Model,12,VDO,group3
